datetime;mes_ano;MES;Reservas embalses anuales (GWh);Reservas embalses hiperanuales (GWh)
2017-07-18;7-17;jul-17;4.0169999999999995;2.852
2017-07-19;7-17;jul-17;4.0169999999999995;2.852
2017-07-20;7-17;jul-17;4.0169999999999995;2.852
2017-07-21;7-17;jul-17;4.0169999999999995;2.852
2017-07-22;7-17;jul-17;4.0169999999999995;2.852
2017-07-23;7-17;jul-17;4.0169999999999995;2.852
2017-07-24;7-17;jul-17;4.0169999999999995;2.852
2017-07-25;7-17;jul-17;4.0169999999999995;2.852
2017-07-26;7-17;jul-17;4.0169999999999995;2.852
2017-07-27;7-17;jul-17;4.0169999999999995;2.852
2017-07-28;7-17;jul-17;4.0169999999999995;2.852
2017-07-29;7-17;jul-17;4.0169999999999995;2.852
2017-07-30;7-17;jul-17;4.0169999999999995;2.852
2017-07-31;7-17;jul-17;4.0169999999999995;2.852
2017-08-01;8-17;ago-17;3.325;2.7119999999999997
2017-08-02;8-17;ago-17;3.325;2.7119999999999997
2017-08-03;8-17;ago-17;3.325;2.7119999999999997
2017-08-04;8-17;ago-17;3.325;2.7119999999999997
2017-08-05;8-17;ago-17;3.325;2.7119999999999997
2017-08-06;8-17;ago-17;3.325;2.7119999999999997
2017-08-07;8-17;ago-17;3.325;2.7119999999999997
2017-08-08;8-17;ago-17;3.325;2.7119999999999997
2017-08-09;8-17;ago-17;3.325;2.7119999999999997
2017-08-10;8-17;ago-17;3.325;2.7119999999999997
2017-08-11;8-17;ago-17;3.325;2.7119999999999997
2017-08-12;8-17;ago-17;3.325;2.7119999999999997
2017-08-13;8-17;ago-17;3.325;2.7119999999999997
2017-08-14;8-17;ago-17;3.325;2.7119999999999997
2017-08-15;8-17;ago-17;3.325;2.7119999999999997
2017-08-16;8-17;ago-17;3.325;2.7119999999999997
2017-08-17;8-17;ago-17;3.325;2.7119999999999997
2017-08-18;8-17;ago-17;3.325;2.7119999999999997
2017-08-19;8-17;ago-17;3.325;2.7119999999999997
2017-08-20;8-17;ago-17;3.325;2.7119999999999997
2017-08-21;8-17;ago-17;3.325;2.7119999999999997
2017-08-22;8-17;ago-17;3.325;2.7119999999999997
2017-08-23;8-17;ago-17;3.325;2.7119999999999997
2017-08-24;8-17;ago-17;3.325;2.7119999999999997
2017-08-25;8-17;ago-17;3.325;2.7119999999999997
2017-08-26;8-17;ago-17;3.325;2.7119999999999997
2017-08-27;8-17;ago-17;3.325;2.7119999999999997
2017-08-28;8-17;ago-17;3.325;2.7119999999999997
2017-08-29;8-17;ago-17;3.325;2.7119999999999997
2017-08-30;8-17;ago-17;3.325;2.7119999999999997
2017-08-31;8-17;ago-17;3.325;2.7119999999999997
2017-09-01;9-17;sep-17;2.576;2.56
2017-09-02;9-17;sep-17;2.576;2.56
2017-09-03;9-17;sep-17;2.576;2.56
2017-09-04;9-17;sep-17;2.576;2.56
2017-09-05;9-17;sep-17;2.576;2.56
2017-09-06;9-17;sep-17;2.576;2.56
2017-09-07;9-17;sep-17;2.576;2.56
2017-09-08;9-17;sep-17;2.576;2.56
2017-09-09;9-17;sep-17;2.576;2.56
2017-09-10;9-17;sep-17;2.576;2.56
2017-09-11;9-17;sep-17;2.576;2.56
2017-09-12;9-17;sep-17;2.576;2.56
2017-09-13;9-17;sep-17;2.576;2.56
2017-09-14;9-17;sep-17;2.576;2.56
2017-09-15;9-17;sep-17;2.576;2.56
2017-09-16;9-17;sep-17;2.576;2.56
2017-09-17;9-17;sep-17;2.576;2.56
2017-09-18;9-17;sep-17;2.576;2.56
2017-09-19;9-17;sep-17;2.576;2.56
2017-09-20;9-17;sep-17;2.576;2.56
2017-09-21;9-17;sep-17;2.576;2.56
2017-09-22;9-17;sep-17;2.576;2.56
2017-09-23;9-17;sep-17;2.576;2.56
2017-09-24;9-17;sep-17;2.576;2.56
2017-09-25;9-17;sep-17;2.576;2.56
2017-09-26;9-17;sep-17;2.576;2.56
2017-09-27;9-17;sep-17;2.576;2.56
2017-09-28;9-17;sep-17;2.576;2.56
2017-09-29;9-17;sep-17;2.576;2.56
2017-09-30;9-17;sep-17;2.576;2.56
2017-10-01;10-17;oct-17;2.32;2.388
2017-10-02;10-17;oct-17;2.32;2.388
2017-10-03;10-17;oct-17;2.32;2.388
2017-10-04;10-17;oct-17;2.32;2.388
2017-10-05;10-17;oct-17;2.32;2.388
2017-10-06;10-17;oct-17;2.32;2.388
2017-10-07;10-17;oct-17;2.32;2.388
2017-10-08;10-17;oct-17;2.32;2.388
2017-10-09;10-17;oct-17;2.32;2.388
2017-10-10;10-17;oct-17;2.32;2.388
2017-10-11;10-17;oct-17;2.32;2.388
2017-10-12;10-17;oct-17;2.32;2.388
2017-10-13;10-17;oct-17;2.32;2.388
2017-10-14;10-17;oct-17;2.32;2.388
2017-10-15;10-17;oct-17;2.32;2.388
2017-10-16;10-17;oct-17;2.32;2.388
2017-10-17;10-17;oct-17;2.32;2.388
2017-10-18;10-17;oct-17;2.32;2.388
2017-10-19;10-17;oct-17;2.32;2.388
2017-10-20;10-17;oct-17;2.32;2.388
2017-10-21;10-17;oct-17;2.32;2.388
2017-10-22;10-17;oct-17;2.32;2.388
2017-10-23;10-17;oct-17;2.32;2.388
2017-10-24;10-17;oct-17;2.32;2.388
2017-10-25;10-17;oct-17;2.32;2.388
2017-10-26;10-17;oct-17;2.32;2.388
2017-10-27;10-17;oct-17;2.32;2.388
2017-10-28;10-17;oct-17;2.32;2.388
2017-10-29;10-17;oct-17;2.32;2.388
2017-10-30;10-17;oct-17;2.32;2.388
2017-10-31;10-17;oct-17;2.32;2.388
2017-11-01;11-17;nov-17;2.222;2.182
2017-11-02;11-17;nov-17;2.222;2.182
2017-11-03;11-17;nov-17;2.222;2.182
2017-11-04;11-17;nov-17;2.222;2.182
2017-11-05;11-17;nov-17;2.222;2.182
2017-11-06;11-17;nov-17;2.222;2.182
2017-11-07;11-17;nov-17;2.222;2.182
2017-11-08;11-17;nov-17;2.222;2.182
2017-11-09;11-17;nov-17;2.222;2.182
2017-11-10;11-17;nov-17;2.222;2.182
2017-11-11;11-17;nov-17;2.222;2.182
2017-11-12;11-17;nov-17;2.222;2.182
2017-11-13;11-17;nov-17;2.222;2.182
2017-11-14;11-17;nov-17;2.222;2.182
2017-11-15;11-17;nov-17;2.222;2.182
2017-11-16;11-17;nov-17;2.222;2.182
2017-11-17;11-17;nov-17;2.222;2.182
2017-11-18;11-17;nov-17;2.222;2.182
2017-11-19;11-17;nov-17;2.222;2.182
2017-11-20;11-17;nov-17;2.222;2.182
2017-11-21;11-17;nov-17;2.222;2.182
2017-11-22;11-17;nov-17;2.222;2.182
2017-11-23;11-17;nov-17;2.222;2.182
2017-11-24;11-17;nov-17;2.222;2.182
2017-11-25;11-17;nov-17;2.222;2.182
2017-11-26;11-17;nov-17;2.222;2.182
2017-11-27;11-17;nov-17;2.222;2.182
2017-11-28;11-17;nov-17;2.222;2.182
2017-11-29;11-17;nov-17;2.222;2.182
2017-11-30;11-17;nov-17;2.222;2.182
2017-12-01;12-17;dic-17;2.617;2.267
2017-12-02;12-17;dic-17;2.617;2.267
2017-12-03;12-17;dic-17;2.617;2.267
2017-12-04;12-17;dic-17;2.617;2.267
2017-12-05;12-17;dic-17;2.617;2.267
2017-12-06;12-17;dic-17;2.617;2.267
2017-12-07;12-17;dic-17;2.617;2.267
2017-12-08;12-17;dic-17;2.617;2.267
2017-12-09;12-17;dic-17;2.617;2.267
2017-12-10;12-17;dic-17;2.617;2.267
2017-12-11;12-17;dic-17;2.617;2.267
2017-12-12;12-17;dic-17;2.617;2.267
2017-12-13;12-17;dic-17;2.617;2.267
2017-12-14;12-17;dic-17;2.617;2.267
2017-12-15;12-17;dic-17;2.617;2.267
2017-12-16;12-17;dic-17;2.617;2.267
2017-12-17;12-17;dic-17;2.617;2.267
2017-12-18;12-17;dic-17;2.617;2.267
2017-12-19;12-17;dic-17;2.617;2.267
2017-12-20;12-17;dic-17;2.617;2.267
2017-12-21;12-17;dic-17;2.617;2.267
2017-12-22;12-17;dic-17;2.617;2.267
2017-12-23;12-17;dic-17;2.617;2.267
2017-12-24;12-17;dic-17;2.617;2.267
2017-12-25;12-17;dic-17;2.617;2.267
2017-12-26;12-17;dic-17;2.617;2.267
2017-12-27;12-17;dic-17;2.617;2.267
2017-12-28;12-17;dic-17;2.617;2.267
2017-12-29;12-17;dic-17;2.617;2.267
2017-12-30;12-17;dic-17;2.617;2.267
2017-12-31;12-17;dic-17;2.617;2.267
2018-01-01;1-18;ene-18;3.213;2.185
2018-01-02;1-18;ene-18;3.213;2.185
2018-01-03;1-18;ene-18;3.213;2.185
2018-01-04;1-18;ene-18;3.213;2.185
2018-01-05;1-18;ene-18;3.213;2.185
2018-01-06;1-18;ene-18;3.213;2.185
2018-01-07;1-18;ene-18;3.213;2.185
2018-01-08;1-18;ene-18;3.213;2.185
2018-01-09;1-18;ene-18;3.213;2.185
2018-01-10;1-18;ene-18;3.213;2.185
2018-01-11;1-18;ene-18;3.213;2.185
2018-01-12;1-18;ene-18;3.213;2.185
2018-01-13;1-18;ene-18;3.213;2.185
2018-01-14;1-18;ene-18;3.213;2.185
2018-01-15;1-18;ene-18;3.213;2.185
2018-01-16;1-18;ene-18;3.213;2.185
2018-01-17;1-18;ene-18;3.213;2.185
2018-01-18;1-18;ene-18;3.213;2.185
2018-01-19;1-18;ene-18;3.213;2.185
2018-01-20;1-18;ene-18;3.213;2.185
2018-01-21;1-18;ene-18;3.213;2.185
2018-01-22;1-18;ene-18;3.213;2.185
2018-01-23;1-18;ene-18;3.213;2.185
2018-01-24;1-18;ene-18;3.213;2.185
2018-01-25;1-18;ene-18;3.213;2.185
2018-01-26;1-18;ene-18;3.213;2.185
2018-01-27;1-18;ene-18;3.213;2.185
2018-01-28;1-18;ene-18;3.213;2.185
2018-01-29;1-18;ene-18;3.213;2.185
2018-01-30;1-18;ene-18;3.213;2.185
2018-01-31;1-18;ene-18;3.213;2.185
2018-02-01;2-18;feb-18;3.478;2.138
2018-02-02;2-18;feb-18;3.478;2.138
2018-02-03;2-18;feb-18;3.478;2.138
2018-02-04;2-18;feb-18;3.478;2.138
2018-02-05;2-18;feb-18;3.478;2.138
2018-02-06;2-18;feb-18;3.478;2.138
2018-02-07;2-18;feb-18;3.478;2.138
2018-02-08;2-18;feb-18;3.478;2.138
2018-02-09;2-18;feb-18;3.478;2.138
2018-02-10;2-18;feb-18;3.478;2.138
2018-02-11;2-18;feb-18;3.478;2.138
2018-02-12;2-18;feb-18;3.478;2.138
2018-02-13;2-18;feb-18;3.478;2.138
2018-02-14;2-18;feb-18;3.478;2.138
2018-02-15;2-18;feb-18;3.478;2.138
2018-02-16;2-18;feb-18;3.478;2.138
2018-02-17;2-18;feb-18;3.478;2.138
2018-02-18;2-18;feb-18;3.478;2.138
2018-02-19;2-18;feb-18;3.478;2.138
2018-02-20;2-18;feb-18;3.478;2.138
2018-02-21;2-18;feb-18;3.478;2.138
2018-02-22;2-18;feb-18;3.478;2.138
2018-02-23;2-18;feb-18;3.478;2.138
2018-02-24;2-18;feb-18;3.478;2.138
2018-02-25;2-18;feb-18;3.478;2.138
2018-02-26;2-18;feb-18;3.478;2.138
2018-02-27;2-18;feb-18;3.478;2.138
2018-02-28;2-18;feb-18;3.478;2.138
2018-03-01;3-18;mar-18;5.968;3.7310000000000003
2018-03-02;3-18;mar-18;5.968;3.7310000000000003
2018-03-03;3-18;mar-18;5.968;3.7310000000000003
2018-03-04;3-18;mar-18;5.968;3.7310000000000003
2018-03-05;3-18;mar-18;5.968;3.7310000000000003
2018-03-06;3-18;mar-18;5.968;3.7310000000000003
2018-03-07;3-18;mar-18;5.968;3.7310000000000003
2018-03-08;3-18;mar-18;5.968;3.7310000000000003
2018-03-09;3-18;mar-18;5.968;3.7310000000000003
2018-03-10;3-18;mar-18;5.968;3.7310000000000003
2018-03-11;3-18;mar-18;5.968;3.7310000000000003
2018-03-12;3-18;mar-18;5.968;3.7310000000000003
2018-03-13;3-18;mar-18;5.968;3.7310000000000003
2018-03-14;3-18;mar-18;5.968;3.7310000000000003
2018-03-15;3-18;mar-18;5.968;3.7310000000000003
2018-03-16;3-18;mar-18;5.968;3.7310000000000003
2018-03-17;3-18;mar-18;5.968;3.7310000000000003
2018-03-18;3-18;mar-18;5.968;3.7310000000000003
2018-03-19;3-18;mar-18;5.968;3.7310000000000003
2018-03-20;3-18;mar-18;5.968;3.7310000000000003
2018-03-21;3-18;mar-18;5.968;3.7310000000000003
2018-03-22;3-18;mar-18;5.968;3.7310000000000003
2018-03-23;3-18;mar-18;5.968;3.7310000000000003
2018-03-24;3-18;mar-18;5.968;3.7310000000000003
2018-03-25;3-18;mar-18;5.968;3.7310000000000003
2018-03-26;3-18;mar-18;5.968;3.7310000000000003
2018-03-27;3-18;mar-18;5.968;3.7310000000000003
2018-03-28;3-18;mar-18;5.968;3.7310000000000003
2018-03-29;3-18;mar-18;5.968;3.7310000000000003
2018-03-30;3-18;mar-18;5.968;3.7310000000000003
2018-03-31;3-18;mar-18;5.968;3.7310000000000003
2018-04-01;4-18;abr-18;7.0760000000000005;4.822
2018-04-02;4-18;abr-18;7.0760000000000005;4.822
2018-04-03;4-18;abr-18;7.0760000000000005;4.822
2018-04-04;4-18;abr-18;7.0760000000000005;4.822
2018-04-05;4-18;abr-18;7.0760000000000005;4.822
2018-04-06;4-18;abr-18;7.0760000000000005;4.822
2018-04-07;4-18;abr-18;7.0760000000000005;4.822
2018-04-08;4-18;abr-18;7.0760000000000005;4.822
2018-04-09;4-18;abr-18;7.0760000000000005;4.822
2018-04-10;4-18;abr-18;7.0760000000000005;4.822
2018-04-11;4-18;abr-18;7.0760000000000005;4.822
2018-04-12;4-18;abr-18;7.0760000000000005;4.822
2018-04-13;4-18;abr-18;7.0760000000000005;4.822
2018-04-14;4-18;abr-18;7.0760000000000005;4.822
2018-04-15;4-18;abr-18;7.0760000000000005;4.822
2018-04-16;4-18;abr-18;7.0760000000000005;4.822
2018-04-17;4-18;abr-18;7.0760000000000005;4.822
2018-04-18;4-18;abr-18;7.0760000000000005;4.822
2018-04-19;4-18;abr-18;7.0760000000000005;4.822
2018-04-20;4-18;abr-18;7.0760000000000005;4.822
2018-04-21;4-18;abr-18;7.0760000000000005;4.822
2018-04-22;4-18;abr-18;7.0760000000000005;4.822
2018-04-23;4-18;abr-18;7.0760000000000005;4.822
2018-04-24;4-18;abr-18;7.0760000000000005;4.822
2018-04-25;4-18;abr-18;7.0760000000000005;4.822
2018-04-26;4-18;abr-18;7.0760000000000005;4.822
2018-04-27;4-18;abr-18;7.0760000000000005;4.822
2018-04-28;4-18;abr-18;7.0760000000000005;4.822
2018-04-29;4-18;abr-18;7.0760000000000005;4.822
2018-04-30;4-18;abr-18;7.0760000000000005;4.822
2018-05-01;5-18;may-18;7.0920000000000005;5.004
2018-05-02;5-18;may-18;7.0920000000000005;5.004
2018-05-03;5-18;may-18;7.0920000000000005;5.004
2018-05-04;5-18;may-18;7.0920000000000005;5.004
2018-05-05;5-18;may-18;7.0920000000000005;5.004
2018-05-06;5-18;may-18;7.0920000000000005;5.004
2018-05-07;5-18;may-18;7.0920000000000005;5.004
2018-05-08;5-18;may-18;7.0920000000000005;5.004
2018-05-09;5-18;may-18;7.0920000000000005;5.004
2018-05-10;5-18;may-18;7.0920000000000005;5.004
2018-05-11;5-18;may-18;7.0920000000000005;5.004
2018-05-12;5-18;may-18;7.0920000000000005;5.004
2018-05-13;5-18;may-18;7.0920000000000005;5.004
2018-05-14;5-18;may-18;7.0920000000000005;5.004
2018-05-15;5-18;may-18;7.0920000000000005;5.004
2018-05-16;5-18;may-18;7.0920000000000005;5.004
2018-05-17;5-18;may-18;7.0920000000000005;5.004
2018-05-18;5-18;may-18;7.0920000000000005;5.004
2018-05-19;5-18;may-18;7.0920000000000005;5.004
2018-05-20;5-18;may-18;7.0920000000000005;5.004
2018-05-21;5-18;may-18;7.0920000000000005;5.004
2018-05-22;5-18;may-18;7.0920000000000005;5.004
2018-05-23;5-18;may-18;7.0920000000000005;5.004
2018-05-24;5-18;may-18;7.0920000000000005;5.004
2018-05-25;5-18;may-18;7.0920000000000005;5.004
2018-05-26;5-18;may-18;7.0920000000000005;5.004
2018-05-27;5-18;may-18;7.0920000000000005;5.004
2018-05-28;5-18;may-18;7.0920000000000005;5.004
2018-05-29;5-18;may-18;7.0920000000000005;5.004
2018-05-30;5-18;may-18;7.0920000000000005;5.004
2018-05-31;5-18;may-18;7.0920000000000005;5.004
2018-06-01;6-18;jun-18;6.922999999999999;4.954
2018-06-02;6-18;jun-18;6.922999999999999;4.954
2018-06-03;6-18;jun-18;6.922999999999999;4.954
2018-06-04;6-18;jun-18;6.922999999999999;4.954
2018-06-05;6-18;jun-18;6.922999999999999;4.954
2018-06-06;6-18;jun-18;6.922999999999999;4.954
2018-06-07;6-18;jun-18;6.922999999999999;4.954
2018-06-08;6-18;jun-18;6.922999999999999;4.954
2018-06-09;6-18;jun-18;6.922999999999999;4.954
2018-06-10;6-18;jun-18;6.922999999999999;4.954
2018-06-11;6-18;jun-18;6.922999999999999;4.954
2018-06-12;6-18;jun-18;6.922999999999999;4.954
2018-06-13;6-18;jun-18;6.922999999999999;4.954
2018-06-14;6-18;jun-18;6.922999999999999;4.954
2018-06-15;6-18;jun-18;6.922999999999999;4.954
2018-06-16;6-18;jun-18;6.922999999999999;4.954
2018-06-17;6-18;jun-18;6.922999999999999;4.954
2018-06-18;6-18;jun-18;6.922999999999999;4.954
2018-06-19;6-18;jun-18;6.922999999999999;4.954
2018-06-20;6-18;jun-18;6.922999999999999;4.954
2018-06-21;6-18;jun-18;6.922999999999999;4.954
2018-06-22;6-18;jun-18;6.922999999999999;4.954
2018-06-23;6-18;jun-18;6.922999999999999;4.954
2018-06-24;6-18;jun-18;6.922999999999999;4.954
2018-06-25;6-18;jun-18;6.922999999999999;4.954
2018-06-26;6-18;jun-18;6.922999999999999;4.954
2018-06-27;6-18;jun-18;6.922999999999999;4.954
2018-06-28;6-18;jun-18;6.922999999999999;4.954
2018-06-29;6-18;jun-18;6.922999999999999;4.954
2018-06-30;6-18;jun-18;6.922999999999999;4.954
2018-07-01;7-18;jul-18;5.726;4.521
2018-07-02;7-18;jul-18;5.726;4.521
2018-07-03;7-18;jul-18;5.726;4.521
2018-07-04;7-18;jul-18;5.726;4.521
2018-07-05;7-18;jul-18;5.726;4.521
2018-07-06;7-18;jul-18;5.726;4.521
2018-07-07;7-18;jul-18;5.726;4.521
2018-07-08;7-18;jul-18;5.726;4.521
2018-07-09;7-18;jul-18;5.726;4.521
2018-07-10;7-18;jul-18;5.726;4.521
2018-07-11;7-18;jul-18;5.726;4.521
2018-07-12;7-18;jul-18;5.726;4.521
2018-07-13;7-18;jul-18;5.726;4.521
2018-07-14;7-18;jul-18;5.726;4.521
2018-07-15;7-18;jul-18;5.726;4.521
2018-07-16;7-18;jul-18;5.726;4.521
2018-07-17;7-18;jul-18;5.726;4.521
2018-07-18;7-18;jul-18;5.726;4.521
2018-07-19;7-18;jul-18;5.726;4.521
2018-07-20;7-18;jul-18;5.726;4.521
2018-07-21;7-18;jul-18;5.726;4.521
2018-07-22;7-18;jul-18;5.726;4.521
2018-07-23;7-18;jul-18;5.726;4.521
2018-07-24;7-18;jul-18;5.726;4.521
2018-07-25;7-18;jul-18;5.726;4.521
2018-07-26;7-18;jul-18;5.726;4.521
2018-07-27;7-18;jul-18;5.726;4.521
2018-07-28;7-18;jul-18;5.726;4.521
2018-07-29;7-18;jul-18;5.726;4.521
2018-07-30;7-18;jul-18;5.726;4.521
2018-07-31;7-18;jul-18;5.726;4.521
2018-08-01;8-18;ago-18;5.172000000000001;4.143
2018-08-02;8-18;ago-18;5.172000000000001;4.143
2018-08-03;8-18;ago-18;5.172000000000001;4.143
2018-08-04;8-18;ago-18;5.172000000000001;4.143
2018-08-05;8-18;ago-18;5.172000000000001;4.143
2018-08-06;8-18;ago-18;5.172000000000001;4.143
2018-08-07;8-18;ago-18;5.172000000000001;4.143
2018-08-08;8-18;ago-18;5.172000000000001;4.143
2018-08-09;8-18;ago-18;5.172000000000001;4.143
2018-08-10;8-18;ago-18;5.172000000000001;4.143
2018-08-11;8-18;ago-18;5.172000000000001;4.143
2018-08-12;8-18;ago-18;5.172000000000001;4.143
2018-08-13;8-18;ago-18;5.172000000000001;4.143
2018-08-14;8-18;ago-18;5.172000000000001;4.143
2018-08-15;8-18;ago-18;5.172000000000001;4.143
2018-08-16;8-18;ago-18;5.172000000000001;4.143
2018-08-17;8-18;ago-18;5.172000000000001;4.143
2018-08-18;8-18;ago-18;5.172000000000001;4.143
2018-08-19;8-18;ago-18;5.172000000000001;4.143
2018-08-20;8-18;ago-18;5.172000000000001;4.143
2018-08-21;8-18;ago-18;5.172000000000001;4.143
2018-08-22;8-18;ago-18;5.172000000000001;4.143
2018-08-23;8-18;ago-18;5.172000000000001;4.143
2018-08-24;8-18;ago-18;5.172000000000001;4.143
2018-08-25;8-18;ago-18;5.172000000000001;4.143
2018-08-26;8-18;ago-18;5.172000000000001;4.143
2018-08-27;8-18;ago-18;5.172000000000001;4.143
2018-08-28;8-18;ago-18;5.172000000000001;4.143
2018-08-29;8-18;ago-18;5.172000000000001;4.143
2018-08-30;8-18;ago-18;5.172000000000001;4.143
2018-08-31;8-18;ago-18;5.172000000000001;4.143
2018-09-01;9-18;sep-18;4.492;3.701
2018-09-02;9-18;sep-18;4.492;3.701
2018-09-03;9-18;sep-18;4.492;3.701
2018-09-04;9-18;sep-18;4.492;3.701
2018-09-05;9-18;sep-18;4.492;3.701
2018-09-06;9-18;sep-18;4.492;3.701
2018-09-07;9-18;sep-18;4.492;3.701
2018-09-08;9-18;sep-18;4.492;3.701
2018-09-09;9-18;sep-18;4.492;3.701
2018-09-10;9-18;sep-18;4.492;3.701
2018-09-11;9-18;sep-18;4.492;3.701
2018-09-12;9-18;sep-18;4.492;3.701
2018-09-13;9-18;sep-18;4.492;3.701
2018-09-14;9-18;sep-18;4.492;3.701
2018-09-15;9-18;sep-18;4.492;3.701
2018-09-16;9-18;sep-18;4.492;3.701
2018-09-17;9-18;sep-18;4.492;3.701
2018-09-18;9-18;sep-18;4.492;3.701
2018-09-19;9-18;sep-18;4.492;3.701
2018-09-20;9-18;sep-18;4.492;3.701
2018-09-21;9-18;sep-18;4.492;3.701
2018-09-22;9-18;sep-18;4.492;3.701
2018-09-23;9-18;sep-18;4.492;3.701
2018-09-24;9-18;sep-18;4.492;3.701
2018-09-25;9-18;sep-18;4.492;3.701
2018-09-26;9-18;sep-18;4.492;3.701
2018-09-27;9-18;sep-18;4.492;3.701
2018-09-28;9-18;sep-18;4.492;3.701
2018-09-29;9-18;sep-18;4.492;3.701
2018-09-30;9-18;sep-18;4.492;3.701
